Date,Open,High,Low,Close,Adj Close,Volume
2019-05-31,3627.209961,3745.389893,3618.119385,3727.208252,3009.158691,287219580
2019-06-03,3727.208252,3727.208252,3727.208252,3727.208252,3009.158691,0
2019-06-04,3727.208252,3727.208252,3727.208252,3727.208252,3009.158691,0
2019-06-05,3727.208252,3727.208252,3727.208252,3727.208252,3009.158691,0
2019-06-06,3727.208252,3727.208252,3727.208252,3727.208252,3009.158691,0
2019-06-07,3727.208252,3727.208252,3727.208252,3727.208252,3009.158691,0
2019-06-10,3836.297363,3881.751221,3818.115967,3845.388184,3104.570801,216423568
2019-06-11,3863.569580,3863.569580,3772.662109,3845.388184,3104.570801,127900199
2019-06-12,3790.843506,3827.206543,3790.843506,3827.206543,3089.892090,102196275
2019-06-13,3863.569580,3863.569580,3799.934326,3818.115967,3082.552490,128510489
2019-06-14,3790.843506,3854.478760,3790.843506,3845.388184,3104.570801,79530053
2019-06-17,3863.569580,3863.569580,3818.115967,3818.115967,3082.552490,60714008
2019-06-18,3799.934326,3872.660400,3799.934326,3872.660400,3126.589111,174179428
2019-06-19,3927.204834,3945.386475,3890.841797,3899.932617,3148.607178,183945837
2019-06-20,3936.295654,3936.295654,3890.841797,3918.114258,3163.285889,118489316
2019-06-21,3899.932617,3963.567871,3872.660400,3963.567871,3199.983643,187213443
2019-06-24,3918.114258,3954.477051,3899.932617,3918.114258,3163.285889,90828128
2019-06-25,3954.477051,3954.477051,3899.932617,3936.295654,3177.965088,65402729
2019-06-26,3936.295654,3972.658691,3927.204834,3963.567871,3199.983643,113137174
2019-06-27,3981.749512,3990.840088,3954.477051,3981.749512,3214.661865,89922813
2019-06-28,3972.658691,3999.930908,3954.477051,3963.567871,3199.983643,112840719
2019-07-01,3999.930908,4018.112305,3981.749512,4018.112305,3244.019531,115331382
2019-07-02,4018.112305,4018.112305,3963.567871,4009.021729,3236.680420,147886774
2019-07-03,3990.840088,4018.112305,3963.567871,3999.930908,3229.340820,81810503
2019-07-04,3963.567871,3999.930908,3963.567871,3990.840088,3222.001221,42557425
2019-07-05,4018.112305,4018.112305,3981.749512,3999.930908,3229.340820,59149341
2019-07-08,3981.749512,4009.021729,3972.658691,3999.930908,3229.340820,50857398
2019-07-09,3972.658691,4009.021729,3972.658691,4009.021729,3236.680420,71191359
2019-07-10,4009.021729,4072.656982,3999.930908,4063.566162,3280.716309,89077008
2019-07-11,4081.747559,4127.201660,4072.656982,4099.929199,3310.074463,100559886
2019-07-12,4099.929199,4127.201660,4081.747559,4099.929199,3310.074463,71034166
2019-07-15,4127.201660,4145.382813,4109.020020,4118.110840,3324.753418,75851590
2019-07-16,4090.838379,4136.291992,4090.838379,4136.291992,3339.431885,92926745
2019-07-17,4109.020020,4136.291992,4090.838379,4109.020020,3317.413818,71834980
2019-07-18,4090.838379,4099.929199,4036.293945,4045.384766,3266.038086,84732483
2019-07-19,4045.384766,4081.747559,4036.293945,4072.656982,3288.056152,70769832
2019-07-22,4090.838379,4099.929199,4054.475342,4090.838379,3302.735107,46139636
2019-07-23,4090.838379,4090.838379,4063.566162,4081.747559,3295.395264,47649853
2019-07-24,4109.020020,4109.020020,4036.293945,4045.384766,3266.038086,58359418
2019-07-25,4063.566162,4072.656982,4045.384766,4054.475342,3273.377441,66445547
2019-07-26,4009.021729,4063.566162,3999.930908,4036.293945,3258.698730,85121120
2019-07-29,4072.656982,4072.656982,4036.293945,4054.475342,3273.377441,101066445
2019-07-30,4090.838379,4090.838379,4054.475342,4090.838379,3302.735107,75632686
2019-07-31,4090.838379,4099.929199,4045.384766,4072.656982,3288.056152,116420070
2019-08-01,4081.747559,4099.929199,4009.021729,4045.384766,3266.038086,157991988
2019-08-02,3999.930908,4063.566162,3990.840088,4045.384766,3266.038086,131279017
2019-08-05,4009.021729,4018.112305,3881.751221,3881.751221,3133.928955,165923785
2019-08-06,3727.208252,3827.206543,3654.482422,3727.208252,3009.158691,272405185
2019-08-07,3763.571289,3899.932617,3763.571289,3863.569580,3119.250000,161676832
2019-08-08,3863.569580,3927.204834,3863.569580,3899.932617,3148.607178,102671923
2019-08-09,3936.295654,3954.477051,3909.023438,3936.295654,3177.965088,90719996
2019-08-12,3981.749512,3981.749512,3899.932617,3909.023438,3155.946533,56163890
2019-08-13,3936.295654,3936.295654,3863.569580,3890.841797,3141.268311,88148482
2019-08-14,3936.295654,3954.477051,3918.114258,3936.295654,3177.965088,102602292
2019-08-15,3827.206543,3890.841797,3799.934326,3863.569580,3119.250000,126758709
2019-08-16,3863.569580,3872.660400,3818.115967,3827.206543,3089.892090,102969368
