Date,Open,High,Low,Close,Adj Close,Volume
2019-05-31,3800.000000,3887.500000,3775.000000,3837.500000,3051.898926,173453000
2019-06-03,3837.500000,3837.500000,3837.500000,3837.500000,3051.898926,0
2019-06-04,3837.500000,3837.500000,3837.500000,3837.500000,3051.898926,0
2019-06-05,3837.500000,3837.500000,3837.500000,3837.500000,3051.898926,0
2019-06-06,3837.500000,3837.500000,3837.500000,3837.500000,3051.898926,0
2019-06-07,3837.500000,3837.500000,3837.500000,3837.500000,3051.898926,0
2019-06-10,3925.000000,3975.000000,3912.500000,3925.000000,3121.486084,208042400
2019-06-11,3937.500000,3950.000000,3900.000000,3937.500000,3131.427002,107140400
2019-06-12,3950.000000,3950.000000,3900.000000,3937.500000,3131.427002,69330800
2019-06-13,3937.500000,3950.000000,3850.000000,3912.500000,3111.544922,63482400
2019-06-14,3937.500000,3937.500000,3900.000000,3912.500000,3111.544922,61672200
2019-06-17,3950.000000,3950.000000,3900.000000,3900.000000,3101.604004,47269400
2019-06-18,3887.500000,3937.500000,3887.500000,3925.000000,3121.486084,104106200
2019-06-19,3950.000000,4000.000000,3937.500000,3987.500000,3171.191406,156615200
2019-06-20,4000.000000,4025.000000,3962.500000,3975.000000,3161.250244,93589200
2019-06-21,4000.000000,4012.500000,3950.000000,3987.500000,3171.191406,145919600
2019-06-24,3950.000000,4012.500000,3950.000000,3987.500000,3171.191406,70252200
2019-06-25,4012.500000,4012.500000,3962.500000,3975.000000,3161.250244,59303200
2019-06-26,3925.000000,4000.000000,3925.000000,3975.000000,3161.250244,72115200
2019-06-27,3987.500000,4025.000000,3987.500000,4000.000000,3181.132324,63152000
2019-06-28,4012.500000,4025.000000,3987.500000,4012.500000,3191.073242,61888000
2019-07-01,4025.000000,4037.500000,3987.500000,4000.000000,3181.132324,61455600
2019-07-02,4025.000000,4025.000000,3987.500000,4012.500000,3191.073242,64875600
2019-07-03,3975.000000,4012.500000,3975.000000,4012.500000,3191.073242,93933600
2019-07-04,4025.000000,4025.000000,4000.000000,4012.500000,3191.073242,31578600
2019-07-05,3962.500000,4012.500000,3862.500000,3912.500000,3111.544922,186756200
2019-07-08,3875.000000,3937.500000,3862.500000,3937.500000,3131.427002,105905600
2019-07-09,3912.500000,3962.500000,3900.000000,3950.000000,3141.367920,88590800
2019-07-10,3975.000000,4000.000000,3962.500000,3975.000000,3161.250244,100964600
2019-07-11,4012.500000,4025.000000,3987.500000,4000.000000,3181.132324,70231200
2019-07-12,4025.000000,4062.500000,4012.500000,4037.500000,3210.955566,73474000
2019-07-15,4075.000000,4087.500000,4050.000000,4075.000000,3240.778320,89444800
2019-07-16,4037.500000,4062.500000,3987.500000,4037.500000,3210.955566,146626400
2019-07-17,4000.000000,4025.000000,3975.000000,3987.500000,3171.191406,128231000
2019-07-18,3950.000000,3975.000000,3912.500000,3925.000000,3121.486084,142262000
2019-07-19,3900.000000,3950.000000,3900.000000,3937.500000,3131.427002,104530000
2019-07-22,3900.000000,3912.500000,3875.000000,3887.500000,3091.663086,82851000
2019-07-23,3912.500000,3925.000000,3850.000000,3850.000000,3061.839844,74981800
2019-07-24,3850.000000,3912.500000,3850.000000,3850.000000,3061.839844,65565800
2019-07-25,3862.500000,3900.000000,3850.000000,3900.000000,3101.604004,77462000
2019-07-26,3825.000000,3887.500000,3812.500000,3875.000000,3081.721680,62727400
2019-07-29,3912.500000,3912.500000,3837.500000,3900.000000,3101.604004,55206400
2019-07-30,3900.000000,3987.500000,3862.500000,3975.000000,3161.250244,87075600
2019-07-31,3937.500000,3987.500000,3900.000000,3987.500000,3171.191406,59008800
2019-08-01,3937.500000,3950.000000,3862.500000,3887.500000,3091.663086,96731000
2019-08-02,3850.000000,3875.000000,3800.000000,3837.500000,3051.898926,103727000
2019-08-05,3800.000000,3825.000000,3662.500000,3712.500000,2952.488525,129862600
2019-08-06,3650.000000,3700.000000,3550.000000,3625.000000,2882.901123,157132400
2019-08-07,3637.500000,3700.000000,3637.500000,3675.000000,2922.665039,103932800
2019-08-08,3725.000000,3762.500000,3675.000000,3750.000000,2982.311523,85711800
2019-08-09,3750.000000,3775.000000,3725.000000,3725.000000,2962.429688,39017600
2019-08-12,3750.000000,3750.000000,3675.000000,3700.000000,2942.547607,69256600
2019-08-13,3775.000000,3775.000000,3650.000000,3675.000000,2922.665039,68067800
2019-08-14,3750.000000,3762.500000,3675.000000,3750.000000,2982.311523,107613000
2019-08-15,3675.000000,3700.000000,3650.000000,3700.000000,2942.547607,57456400
2019-08-16,3700.000000,3712.500000,3662.500000,3687.500000,2932.606201,47693000
2019-08-19,3725.000000,3725.000000,3662.500000,3675.000000,2922.665039,38551200
2019-08-20,3712.500000,3725.000000,3650.000000,3687.500000,2932.606201,75396200
2019-08-21,3662.500000,3675.000000,3612.500000,3612.500000,2872.960205,49841400
2019-08-22,3650.000000,3662.500000,3575.000000,3612.500000,2872.960205,77652800
2019-08-23,3625.000000,3625.000000,3575.000000,3587.500000,2853.078369,44535800
2019-08-26,3550.000000,3550.000000,3500.000000,3525.000000,2803.372803,78614600
2019-08-27,3525.000000,3562.500000,3512.500000,3512.500000,2793.431885,153201600
2019-08-28,3512.500000,3550.000000,3475.000000,3525.000000,2803.372803,96082400
2019-08-29,3525.000000,3550.000000,3512.500000,3537.500000,2813.313721,63748800
2019-08-30,3562.500000,3625.000000,3537.500000,3625.000000,2882.901123,106370600
2019-09-02,3612.500000,3612.500000,3562.500000,3587.500000,2853.078369,37622200
2019-09-03,3587.500000,3600.000000,3412.500000,3450.000000,2743.726807,96998200
2019-09-04,3487.500000,3487.500000,3425.000000,3462.500000,2753.667480,74434600
2019-09-05,3500.000000,3512.500000,3462.500000,3487.500000,2773.549805,78642800
2019-09-06,3512.500000,3575.000000,3487.500000,3525.000000,2803.372803,88646000
