Date,Open,High,Low,Close,Adj Close,Volume
3/25/2022,7900,7950,7900,7950,7438.972168,85101200
3/28/2022,7825,7900,7800,7900,7505.476563,83911500
3/29/2022,7875,7900,7825,7850,7457.973633,62180600
3/30/2022,7900,7900,7825,7875,7481.724609,71430600
3/31/2022,7925,8000,7875,7975,7576.730957,112691900
4/1/2022,8075,8075,7850,7925,7529.228027,105575400
4/4/2022,7925,7925,7825,7900,7505.476563,57321200
4/5/2022,7900,7900,7850,7900,7505.476563,48528300
4/6/2022,7825,7850,7750,7750,7362.967773,119263000
4/7/2022,7725,7825,7700,7750,7362.967773,68619400
4/8/2022,7800,7875,7775,7850,7457.973633,69791600
4/11/2022,7825,7875,7725,7725,7339.216309,62776200
4/12/2022,7725,7800,7700,7800,7410.470703,73471300
4/13/2022,7800,7850,7750,7800,7410.470703,57622100
4/14/2022,7800,7800,7700,7700,7315.464844,93342900
4/18/2022,7700,7725,7625,7700,7315.464844,68464700
4/19/2022,7700,7700,7625,7625,7244.209961,98632000
4/20/2022,7725,7725,7625,7650,7267.961426,124388800
4/21/2022,7800,7925,7750,7925,7529.228027,129323400
4/22/2022,7850,7925,7800,7875,7481.724609,85956100
4/25/2022,7875,8000,7825,8000,7600.48291,91279600
4/26/2022,7925,8125,7925,8125,7719.240234,128360900
4/27/2022,8075,8200,8075,8200,7790.494629,89463100
4/28/2022,8250,8250,8075,8125,7719.240234,133730600
5/9/2022,7875,7900,7600,7600,7220.458496,456796600
5/10/2022,7250,7600,7250,7525,7149.204102,268445700
5/11/2022,7525,7700,7450,7650,7267.961426,156535200
5/12/2022,7525,7550,7275,7275,6911.688477,240529600
5/13/2022,7250,7475,7250,7325,6959.191895,212968600
5/17/2022,7275,7475,7275,7400,7030.446289,159657600
5/18/2022,7500,7575,7375,7575,7196.707031,153514300
5/19/2022,7400,7475,7375,7450,7077.949707,140908900
5/20/2022,7425,7475,7400,7400,7030.446289,86520200
5/23/2022,7450,7475,7350,7375,7006.694824,71603500
5/24/2022,7325,7475,7325,7350,6982.943359,108710800
5/25/2022,7400,7450,7350,7375,7006.694824,76747400
5/27/2022,7525,7575,7475,7575,7196.707031,84336900
5/30/2022,7575,7600,7475,7575,7196.707031,105411400
5/31/2022,7600,7750,7525,7750,7362.967773,286292700
6/2/2022,7625,7675,7525,7575,7196.707031,149226300
6/3/2022,7600,7675,7575,7600,7220.458496,80563100
6/6/2022,7550,7575,7425,7450,7077.949707,81140300
6/7/2022,7300,7475,7300,7375,7006.694824,129242500
6/8/2022,7500,7600,7425,7600,7220.458496,108910500
6/9/2022,7500,7575,7500,7500,7125.452637,107828300
6/10/2022,7400,7450,7350,7350,6982.943359,111768600
